reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,state_of_charge_pct,state_of_health_pct,charge_discharge_cycles,power_mw,energy_mwh,voltage_v,current_a,temperature_c,quality_flag,alarm_status,ingestion_datetime
BR-0000001584,PLT-0045,BAT-MOD-046,SENS-9882,soh,2024-12-09T09:57:31,664.638355,%,80.59,87.21,4349,0.227,31.041,657.998,344.436,42.98,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001585,PLT-0080,BAT-MOD-013,SENS-5745,temperature,2024-12-09T09:12:49,842.037545,C,90.61,94.47,2125,0.013,59.437,660.239,19.081,34.40,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001586,PLT-0049,BAT-MOD-039,SENS-7671,soc,2024-12-09T09:27:28,679.982838,%,83.83,94.48,2696,-0.179,4.770,741.344,-240.807,20.61,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001587,PLT-0037,BAT-MOD-018,SENS-4912,soh,2024-12-09T09:57:11,106.769731,%,48.86,86.68,1944,0.244,74.174,732.586,333.700,39.15,BAD,FAULT,2025-12-09T14:25:05
BR-0000001588,PLT-0022,BAT-MOD-035,SENS-4506,soc,2024-12-09T09:49:13,759.595638,%,82.71,98.93,4699,-0.076,86.726,762.603,-99.708,36.91,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001589,PLT-0020,BAT-MOD-006,SENS-4037,soh,2024-12-09T09:04:10,944.813028,%,48.53,93.03,1794,0.326,53.682,745.641,437.336,41.98,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001590,PLT-0075,BAT-MOD-006,SENS-3881,current,2024-12-09T09:46:53,648.089724,A,27.81,92.82,3329,0.344,68.397,744.945,461.174,20.79,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001591,PLT-0053,BAT-MOD-030,SENS-7302,soc,2024-12-09T09:19:47,823.134655,%,84.83,92.69,872,-0.243,0.721,714.800,-339.706,41.34,BAD,WARNING,2025-12-09T14:25:05
BR-0000001592,PLT-0026,BAT-MOD-047,SENS-9413,soc,2024-12-09T09:04:52,167.550242,%,27.19,94.86,3394,-0.061,81.196,668.152,-91.081,23.76,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001593,PLT-0030,BAT-MOD-020,SENS-9434,soc,2024-12-09T09:54:54,577.413896,%,51.67,92.51,2558,-0.011,2.354,748.926,-15.089,29.87,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001594,PLT-0025,BAT-MOD-027,SENS-9417,power,2024-12-09T09:28:58,222.151804,MW,20.84,92.38,2127,-0.168,9.478,718.530,-234.193,27.29,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001595,PLT-0070,BAT-MOD-047,SENS-1896,current,2024-12-09T09:31:16,793.941785,A,49.84,89.98,4100,0.085,39.948,786.074,108.291,39.49,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001596,PLT-0017,BAT-MOD-031,SENS-2693,current,2024-12-09T09:29:22,57.640051,A,38.23,97.46,2811,-0.246,58.293,626.871,-393.182,16.00,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001597,PLT-0050,BAT-MOD-029,SENS-2193,soc,2024-12-09T09:58:53,815.601275,%,50.73,98.85,4763,-0.197,49.185,795.129,-248.043,27.14,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001598,PLT-0085,BAT-MOD-007,SENS-7951,soc,2024-12-09T09:14:41,775.469720,%,31.63,93.66,928,0.234,55.168,770.056,303.883,29.06,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001599,PLT-0045,BAT-MOD-023,SENS-5546,current,2024-12-09T09:21:56,440.668917,A,31.19,99.28,541,0.127,28.004,741.659,171.145,26.65,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001600,PLT-0068,BAT-MOD-009,SENS-6262,power,2024-12-09T09:03:18,259.944180,MW,79.55,86.02,3057,0.383,15.122,784.965,487.982,25.15,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001601,PLT-0014,BAT-MOD-029,SENS-6826,temperature,2024-12-09T09:08:19,249.185810,C,75.29,99.71,1047,0.316,52.340,642.836,491.249,44.53,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001602,PLT-0076,BAT-MOD-018,SENS-1870,soh,2024-12-09T09:19:16,779.863875,%,36.85,89.42,607,0.193,91.441,684.060,282.670,31.25,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001603,PLT-0040,BAT-MOD-027,SENS-3002,soh,2024-12-09T09:18:19,797.423338,%,68.66,94.70,1327,0.215,99.572,794.822,270.868,35.04,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000001604,PLT-0039,BAT-MOD-008,SENS-5721,power,2024-12-09T09:44:28,625.794855,MW,58.98,99.80,2730,0.123,3.881,718.894,170.403,24.66,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001605,PLT-0093,BAT-MOD-034,SENS-9711,power,2024-12-09T09:33:39,806.780622,MW,33.29,96.80,4955,0.295,34.286,701.202,420.687,18.30,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001606,PLT-0097,BAT-MOD-037,SENS-9271,soc,2024-12-09T09:22:07,911.306288,%,81.72,98.49,1637,-0.052,78.381,778.318,-67.254,41.57,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001607,PLT-0062,BAT-MOD-002,SENS-3225,soh,2024-12-09T09:43:41,335.317958,%,32.63,90.85,3032,0.258,7.391,607.446,424.148,18.71,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001608,PLT-0096,BAT-MOD-020,SENS-7705,voltage,2024-12-09T09:57:01,338.413992,V,73.70,85.87,392,0.046,85.915,767.822,60.224,17.28,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001609,PLT-0028,BAT-MOD-037,SENS-1187,temperature,2024-12-09T09:27:01,201.830321,C,46.66,89.04,1052,-0.264,61.249,767.949,-343.227,25.28,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001610,PLT-0031,BAT-MOD-024,SENS-1490,power,2024-12-09T09:39:41,315.820256,MW,54.02,93.95,2457,0.075,26.040,785.215,95.008,37.94,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001611,PLT-0028,BAT-MOD-019,SENS-7584,current,2024-12-09T09:06:56,546.668983,A,80.01,89.74,3934,0.133,85.998,691.451,192.264,30.29,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001612,PLT-0032,BAT-MOD-008,SENS-9804,current,2024-12-09T09:13:37,140.977820,A,63.86,97.53,485,0.303,31.804,693.152,437.129,35.36,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001613,PLT-0040,BAT-MOD-046,SENS-6276,power,2024-12-09T09:39:51,401.116543,MW,78.29,86.49,3353,0.246,93.401,735.793,334.512,35.38,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001614,PLT-0069,BAT-MOD-015,SENS-8660,current,2024-12-09T09:10:03,999.955837,A,70.57,94.02,312,0.251,37.766,695.093,360.751,31.30,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000001615,PLT-0056,BAT-MOD-049,SENS-1441,power,2024-12-09T09:23:26,740.794019,MW,92.20,88.90,383,-0.378,10.560,798.090,-473.465,36.46,BAD,FAULT,2025-12-09T14:25:05
BR-0000001616,PLT-0009,BAT-MOD-027,SENS-6296,current,2024-12-09T09:08:23,535.780942,A,66.74,85.04,3241,-0.249,54.730,680.192,-366.464,21.79,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001617,PLT-0085,BAT-MOD-040,SENS-4017,current,2024-12-09T09:50:45,276.819729,A,50.82,97.63,3444,-0.279,29.821,627.885,-444.878,44.77,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001618,PLT-0084,BAT-MOD-042,SENS-8828,temperature,2024-12-09T09:32:21,987.932552,C,25.27,85.10,1327,0.228,60.724,693.771,329.119,32.69,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001619,PLT-0077,BAT-MOD-014,SENS-1206,voltage,2024-12-09T09:07:29,835.746506,V,24.46,87.06,4688,0.186,68.489,751.745,247.287,31.84,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001620,PLT-0039,BAT-MOD-011,SENS-5801,temperature,2024-12-09T09:12:32,133.811067,C,74.52,99.79,3226,-0.229,60.207,704.890,-325.015,23.45,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001621,PLT-0066,BAT-MOD-022,SENS-7901,soc,2024-12-09T09:03:41,679.875988,%,21.81,96.34,417,-0.241,93.985,756.469,-318.756,26.23,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000001622,PLT-0094,BAT-MOD-011,SENS-9321,soc,2024-12-09T09:35:24,530.772103,%,85.08,91.69,419,0.297,11.644,680.012,436.572,40.09,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001623,PLT-0067,BAT-MOD-005,SENS-8519,temperature,2024-12-09T09:42:55,794.071935,C,54.97,90.94,2728,-0.157,36.393,630.503,-249.744,28.08,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001624,PLT-0099,BAT-MOD-042,SENS-6983,soh,2024-12-09T09:09:55,545.677094,%,45.68,90.42,1913,-0.359,82.432,777.369,-462.324,32.27,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001625,PLT-0054,BAT-MOD-049,SENS-6822,voltage,2024-12-09T09:42:31,539.407991,V,54.85,95.74,979,-0.110,44.648,760.243,-144.159,33.43,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001626,PLT-0014,BAT-MOD-020,SENS-9485,power,2024-12-09T09:13:03,746.233012,MW,79.26,96.47,4544,-0.224,60.809,677.025,-331.546,29.44,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000001627,PLT-0032,BAT-MOD-005,SENS-4665,voltage,2024-12-09T09:19:17,437.782004,V,93.19,95.16,4830,0.185,30.377,765.421,241.441,21.38,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001628,PLT-0049,BAT-MOD-023,SENS-4492,soc,2024-12-09T09:27:58,304.894096,%,21.93,97.54,3361,0.253,34.182,781.971,323.861,28.48,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000001629,PLT-0032,BAT-MOD-014,SENS-4174,voltage,2024-12-09T09:43:18,103.261993,V,71.37,90.19,3910,-0.169,45.011,705.235,-240.203,40.53,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000001630,PLT-0084,BAT-MOD-035,SENS-8638,current,2024-12-09T09:42:27,895.039470,A,74.15,97.13,4573,0.176,7.216,616.641,285.336,25.56,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000001631,PLT-0087,BAT-MOD-026,SENS-5569,temperature,2024-12-09T09:50:16,514.296340,C,80.24,86.13,4045,0.195,23.820,705.067,277.247,19.49,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001632,PLT-0005,BAT-MOD-023,SENS-4155,power,2024-12-09T09:13:44,50.912320,MW,23.13,92.57,2339,0.268,32.825,697.828,383.821,21.86,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001633,PLT-0065,BAT-MOD-028,SENS-3199,soc,2024-12-09T09:40:18,965.927431,%,29.03,85.91,4242,-0.096,34.129,617.369,-156.018,41.17,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001634,PLT-0030,BAT-MOD-008,SENS-7451,soh,2024-12-09T09:55:12,389.015315,%,93.64,88.60,2365,-0.264,30.730,664.413,-397.997,44.91,BAD,WARNING,2025-12-09T14:25:05
BR-0000001635,PLT-0036,BAT-MOD-033,SENS-6074,soc,2024-12-09T09:52:31,445.235008,%,88.59,93.40,598,0.122,87.104,704.600,172.850,20.11,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001636,PLT-0091,BAT-MOD-045,SENS-6977,current,2024-12-09T09:57:27,54.681059,A,42.47,90.49,3154,0.346,40.829,769.530,449.546,42.99,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001637,PLT-0076,BAT-MOD-010,SENS-8333,soh,2024-12-09T09:52:04,602.807032,%,49.91,88.32,2246,0.142,23.654,702.287,202.392,24.73,BAD,WARNING,2025-12-09T14:25:05
BR-0000001638,PLT-0096,BAT-MOD-021,SENS-6182,current,2024-12-09T09:00:33,922.033658,A,28.99,97.53,2010,-0.289,13.328,741.908,-389.687,41.01,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001639,PLT-0094,BAT-MOD-030,SENS-4607,soc,2024-12-09T09:07:53,706.933142,%,67.60,92.68,2496,0.094,36.846,779.040,120.288,30.85,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001640,PLT-0039,BAT-MOD-024,SENS-9820,soc,2024-12-09T09:47:33,991.709726,%,37.11,87.04,2277,0.150,39.402,784.645,191.295,28.32,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001641,PLT-0035,BAT-MOD-036,SENS-3897,soc,2024-12-09T09:19:28,760.518887,%,78.40,92.04,1666,-0.258,71.968,639.131,-403.939,15.58,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001642,PLT-0075,BAT-MOD-031,SENS-7671,power,2024-12-09T09:53:17,349.667677,MW,30.56,87.17,4691,0.111,19.182,691.389,161.108,25.85,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001643,PLT-0095,BAT-MOD-025,SENS-2245,soc,2024-12-09T09:16:01,272.446381,%,26.51,90.50,568,0.230,8.698,732.675,313.943,29.73,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001644,PLT-0079,BAT-MOD-001,SENS-2034,temperature,2024-12-09T09:28:14,152.439771,C,87.43,96.98,2816,-0.108,41.714,653.573,-165.476,29.54,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001645,PLT-0041,BAT-MOD-012,SENS-8834,soc,2024-12-09T09:50:39,879.988962,%,84.52,92.54,3992,-0.183,47.804,613.163,-298.681,33.01,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001646,PLT-0055,BAT-MOD-024,SENS-6883,power,2024-12-09T09:56:14,597.491830,MW,41.65,99.82,3725,-0.212,78.721,767.529,-276.712,36.17,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001647,PLT-0033,BAT-MOD-025,SENS-8496,current,2024-12-09T09:38:41,831.180769,A,78.06,88.09,126,0.057,90.214,768.585,74.471,37.94,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001648,PLT-0064,BAT-MOD-044,SENS-7888,temperature,2024-12-09T09:31:25,666.574157,C,28.11,86.26,3147,-0.109,39.315,732.435,-149.329,31.94,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001649,PLT-0084,BAT-MOD-029,SENS-4069,current,2024-12-09T09:01:22,690.965685,A,31.64,97.41,266,0.005,32.715,686.513,7.003,37.16,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000001650,PLT-0014,BAT-MOD-016,SENS-4825,soc,2024-12-09T09:37:28,477.428417,%,72.33,93.34,407,-0.295,68.394,672.374,-439.296,21.57,BAD,FAULT,2025-12-09T14:25:05
BR-0000001651,PLT-0013,BAT-MOD-021,SENS-3883,soc,2024-12-09T09:36:56,669.978706,%,77.25,94.70,4478,0.140,22.688,786.272,177.619,41.86,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001652,PLT-0056,BAT-MOD-028,SENS-5160,soc,2024-12-09T09:08:14,666.707694,%,21.48,92.97,2404,-0.059,99.988,631.515,-94.121,26.24,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001653,PLT-0056,BAT-MOD-002,SENS-9355,soh,2024-12-09T09:44:52,64.474486,%,81.22,99.44,4989,0.109,37.249,672.652,161.654,38.87,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001654,PLT-0025,BAT-MOD-040,SENS-7537,voltage,2024-12-09T09:19:56,439.610287,V,85.74,89.17,2279,0.238,20.639,739.041,321.550,32.54,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000001655,PLT-0021,BAT-MOD-047,SENS-3340,soc,2024-12-09T09:34:35,869.894423,%,68.68,91.82,1496,-0.123,50.834,681.399,-179.895,33.87,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000001656,PLT-0015,BAT-MOD-010,SENS-2082,current,2024-12-09T09:53:48,369.508368,A,75.11,98.39,1318,0.138,91.091,689.030,200.275,36.90,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001657,PLT-0016,BAT-MOD-025,SENS-3206,soh,2024-12-09T09:38:06,840.707000,%,44.94,91.91,2091,0.184,48.441,679.274,270.663,16.84,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001658,PLT-0002,BAT-MOD-032,SENS-4051,temperature,2024-12-09T09:38:27,101.849072,C,52.23,96.60,4556,-0.260,36.018,712.322,-364.517,21.26,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001659,PLT-0065,BAT-MOD-024,SENS-4933,soh,2024-12-09T09:16:14,360.198684,%,22.89,97.34,1262,0.326,64.869,797.452,409.061,23.88,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001660,PLT-0070,BAT-MOD-008,SENS-4527,voltage,2024-12-09T09:59:51,654.199235,V,89.41,90.05,561,-0.123,49.028,680.365,-181.439,34.56,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001661,PLT-0069,BAT-MOD-040,SENS-2698,temperature,2024-12-09T09:54:31,16.528513,C,24.47,98.49,3333,-0.124,11.825,622.793,-198.484,28.03,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001662,PLT-0069,BAT-MOD-011,SENS-6794,soh,2024-12-09T09:08:44,469.643260,%,69.65,90.20,4271,0.203,68.235,725.022,280.043,44.68,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001663,PLT-0061,BAT-MOD-005,SENS-5639,current,2024-12-09T09:30:02,122.296183,A,29.14,87.24,4356,-0.096,99.189,670.378,-143.507,40.42,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000001664,PLT-0055,BAT-MOD-034,SENS-2853,temperature,2024-12-09T09:06:49,338.650202,C,72.03,93.92,2310,0.211,40.168,788.504,268.034,23.92,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001665,PLT-0046,BAT-MOD-005,SENS-3740,current,2024-12-09T09:28:12,990.884864,A,47.98,99.25,1581,0.286,42.864,788.973,362.486,21.66,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001666,PLT-0099,BAT-MOD-018,SENS-7453,soc,2024-12-09T09:35:15,334.081396,%,41.48,95.15,4161,0.117,74.749,697.303,167.604,24.55,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000001667,PLT-0088,BAT-MOD-013,SENS-3602,temperature,2024-12-09T09:35:52,915.071046,C,39.76,86.32,3811,-0.291,79.334,683.882,-425.347,43.83,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001668,PLT-0049,BAT-MOD-008,SENS-2681,voltage,2024-12-09T09:33:48,781.646175,V,68.00,97.46,970,-0.216,64.855,662.325,-325.878,17.93,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001669,PLT-0099,BAT-MOD-035,SENS-4894,power,2024-12-09T09:11:28,586.043849,MW,53.70,98.23,522,0.115,25.906,713.751,160.602,41.59,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000001670,PLT-0003,BAT-MOD-042,SENS-5979,soh,2024-12-09T09:54:59,410.091871,%,92.54,90.42,482,0.297,17.659,798.304,372.551,26.87,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001671,PLT-0046,BAT-MOD-036,SENS-1736,temperature,2024-12-09T09:16:06,459.585959,C,70.55,95.62,1739,-0.091,85.458,754.140,-120.739,16.00,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001672,PLT-0048,BAT-MOD-020,SENS-2942,current,2024-12-09T09:07:10,169.209601,A,81.73,96.90,1848,-0.161,0.298,600.946,-268.659,34.69,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001673,PLT-0094,BAT-MOD-033,SENS-2073,temperature,2024-12-09T09:33:26,280.023558,C,74.91,90.13,1686,-0.082,63.613,738.822,-111.621,24.29,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001674,PLT-0044,BAT-MOD-010,SENS-3688,soh,2024-12-09T09:22:23,464.473298,%,31.31,99.14,753,-0.263,46.246,719.036,-365.488,39.88,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001675,PLT-0094,BAT-MOD-019,SENS-1164,power,2024-12-09T09:26:21,727.986947,MW,20.51,96.44,2900,0.301,8.279,727.051,413.530,29.29,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001676,PLT-0019,BAT-MOD-021,SENS-9960,voltage,2024-12-09T09:41:55,745.748724,V,85.73,89.36,2739,-0.241,62.435,603.924,-399.236,15.83,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001677,PLT-0070,BAT-MOD-024,SENS-1235,temperature,2024-12-09T09:47:11,289.369632,C,64.74,85.22,349,-0.312,32.859,782.546,-398.435,40.27,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001678,PLT-0063,BAT-MOD-009,SENS-3159,soh,2024-12-09T09:57:52,369.175084,%,37.54,90.80,3706,0.026,64.392,605.154,42.832,38.49,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001679,PLT-0020,BAT-MOD-031,SENS-5741,voltage,2024-12-09T09:07:08,368.550452,V,47.36,86.01,4980,0.170,33.539,700.236,243.406,32.83,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001680,PLT-0054,BAT-MOD-039,SENS-3629,soc,2024-12-09T09:05:36,748.946117,%,68.59,86.70,3832,-0.099,19.163,657.016,-150.988,24.21,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001681,PLT-0010,BAT-MOD-017,SENS-9490,voltage,2024-12-09T09:06:15,51.451455,V,63.17,88.34,593,-0.234,69.763,632.018,-370.603,25.63,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001682,PLT-0039,BAT-MOD-040,SENS-1615,voltage,2024-12-09T09:24:16,520.001350,V,51.96,85.46,1470,0.133,63.969,693.126,191.222,39.11,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001683,PLT-0093,BAT-MOD-016,SENS-6702,current,2024-12-09T09:12:51,803.312244,A,56.67,96.32,2397,-0.261,73.423,665.973,-391.822,24.88,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001684,PLT-0034,BAT-MOD-016,SENS-3459,soc,2024-12-09T09:50:46,638.136685,%,47.38,86.43,4942,0.213,45.934,791.445,268.822,19.02,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001685,PLT-0090,BAT-MOD-038,SENS-3646,power,2024-12-09T09:46:08,206.247656,MW,39.29,91.43,2007,0.008,65.670,795.676,10.046,17.09,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000001686,PLT-0015,BAT-MOD-027,SENS-7922,temperature,2024-12-09T09:40:11,65.667128,C,82.90,91.78,1653,-0.072,81.646,614.433,-117.576,41.62,BAD,WARNING,2025-12-09T14:25:05
BR-0000001687,PLT-0050,BAT-MOD-017,SENS-7012,voltage,2024-12-09T09:43:58,116.469043,V,32.16,88.76,3997,-0.298,30.035,632.425,-470.737,17.03,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001688,PLT-0078,BAT-MOD-022,SENS-4981,current,2024-12-09T09:10:37,497.001703,A,30.58,89.13,3067,0.128,99.067,739.676,173.664,44.46,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001689,PLT-0027,BAT-MOD-027,SENS-5860,voltage,2024-12-09T09:18:06,331.473087,V,55.35,90.70,4785,-0.243,38.713,621.676,-391.435,29.71,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001690,PLT-0017,BAT-MOD-044,SENS-2405,temperature,2024-12-09T09:17:36,438.815792,C,36.43,94.45,2997,-0.280,27.471,673.084,-416.594,39.87,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001691,PLT-0099,BAT-MOD-014,SENS-8833,voltage,2024-12-09T09:16:25,714.596499,V,36.55,89.20,798,0.073,12.952,707.707,103.197,17.57,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000001692,PLT-0008,BAT-MOD-025,SENS-2296,soc,2024-12-09T09:19:02,187.357183,%,88.33,95.37,4347,-0.216,63.830,627.204,-344.440,15.68,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001693,PLT-0089,BAT-MOD-040,SENS-5876,power,2024-12-09T09:08:14,978.488954,MW,91.01,87.99,1233,-0.024,36.390,753.639,-31.347,28.50,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001694,PLT-0082,BAT-MOD-038,SENS-1754,temperature,2024-12-09T09:44:36,46.600767,C,63.61,85.81,4574,0.328,99.749,789.165,415.280,33.33,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001695,PLT-0059,BAT-MOD-037,SENS-2452,power,2024-12-09T09:19:50,634.660748,MW,69.90,95.91,888,-0.087,39.930,717.375,-121.486,32.17,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001696,PLT-0046,BAT-MOD-020,SENS-5592,soc,2024-12-09T09:53:53,54.582749,%,74.69,89.75,3580,-0.061,90.274,791.717,-76.610,17.91,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001697,PLT-0066,BAT-MOD-043,SENS-7133,power,2024-12-09T09:28:40,797.700342,MW,26.76,94.04,2433,-0.341,55.357,716.869,-475.413,33.46,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001698,PLT-0076,BAT-MOD-047,SENS-6831,power,2024-12-09T09:55:10,671.198084,MW,52.88,94.10,2583,0.187,76.337,663.611,282.524,35.76,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001699,PLT-0009,BAT-MOD-003,SENS-1775,voltage,2024-12-09T09:10:11,994.022369,V,31.62,90.60,4287,0.139,86.437,673.995,206.553,28.14,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001700,PLT-0090,BAT-MOD-031,SENS-4765,soc,2024-12-09T09:54:39,575.513890,%,39.87,88.78,1825,0.137,28.325,772.065,177.501,43.96,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001701,PLT-0084,BAT-MOD-002,SENS-9501,power,2024-12-09T09:05:12,719.223033,MW,48.34,88.89,3967,-0.022,46.877,760.432,-29.569,38.42,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001702,PLT-0009,BAT-MOD-041,SENS-5749,soc,2024-12-09T09:38:30,329.563434,%,73.10,96.04,4828,0.023,22.497,776.666,29.002,35.38,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001703,PLT-0091,BAT-MOD-040,SENS-1928,temperature,2024-12-09T09:51:18,776.352405,C,36.00,95.16,3344,-0.164,35.759,775.149,-211.574,27.39,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001704,PLT-0052,BAT-MOD-027,SENS-6459,temperature,2024-12-09T09:52:59,793.801736,C,71.23,86.42,1085,-0.113,65.618,795.190,-141.839,33.99,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001705,PLT-0036,BAT-MOD-032,SENS-2103,soc,2024-12-09T09:14:17,567.424305,%,47.02,89.55,4259,0.270,51.115,784.490,343.595,31.70,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001706,PLT-0069,BAT-MOD-044,SENS-6718,soh,2024-12-09T09:28:52,536.359235,%,82.98,91.49,4465,-0.247,19.010,677.701,-365.049,16.08,GOOD,NORMAL,2025-12-09T14:25:05
