reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,irradiance_wm2,panel_temperature_c,ambient_temperature_c,power_mw,energy_mwh,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,inverter_efficiency_pct,performance_ratio,tracker_angle_degrees,quality_flag,alarm_status,ingestion_datetime
SR-0000001506,PLT-0093,INV-036,SENS-5172,power,2024-12-09T09:12:34,743.855547,MW,775.68,40.89,27.31,0.311,21.959,912.032,359.115,650.316,192.359,97.96,0.8416,-14.44,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001507,PLT-0086,INV-047,SENS-8952,irradiance,2024-12-09T09:47:14,251.508426,W/m2,848.51,42.64,26.57,0.132,6.953,605.706,229.756,596.944,240.986,97.72,0.7904,-7.58,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001508,PLT-0010,INV-044,SENS-3518,power,2024-12-09T09:31:53,718.153552,MW,802.24,44.19,19.08,0.124,25.374,921.669,141.855,645.168,332.572,94.74,0.8375,-11.32,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000001509,PLT-0014,INV-033,SENS-6163,current,2024-12-09T09:58:12,706.827062,A,865.04,45.13,24.51,0.307,14.023,814.264,396.760,611.880,210.386,95.38,0.7992,18.05,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001510,PLT-0002,INV-042,SENS-9511,power,2024-12-09T09:14:15,604.028937,MW,682.66,42.42,16.35,0.273,6.953,683.786,420.243,512.531,187.761,96.41,0.7877,-7.50,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001511,PLT-0068,INV-028,SENS-4179,voltage,2024-12-09T09:22:37,344.280135,V,771.61,51.82,28.77,0.147,33.518,687.876,224.239,665.553,271.374,95.11,0.7661,-33.64,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001512,PLT-0012,INV-005,SENS-7944,power,2024-12-09T09:04:23,887.167474,MW,824.95,27.97,24.52,0.196,47.765,673.139,306.382,544.985,353.015,97.58,0.7661,-19.79,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001513,PLT-0025,INV-031,SENS-5322,temperature,2024-12-09T09:17:04,503.490399,C,649.51,31.20,28.82,0.111,20.029,835.868,140.362,562.479,193.481,95.32,0.8252,-23.94,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001514,PLT-0043,INV-024,SENS-2190,current,2024-12-09T09:41:07,208.504276,A,901.12,52.72,22.79,0.351,12.978,970.780,380.860,514.531,174.679,96.16,0.8226,-3.37,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001515,PLT-0097,INV-005,SENS-6708,voltage,2024-12-09T09:22:29,860.079227,V,946.28,32.22,27.95,0.301,23.649,819.300,386.360,508.152,326.086,95.48,0.7840,34.67,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001516,PLT-0069,INV-043,SENS-4227,irradiance,2024-12-09T09:15:34,528.658219,W/m2,912.73,38.47,29.93,0.139,26.731,695.925,210.434,629.729,167.627,95.95,0.7723,-17.00,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001517,PLT-0058,INV-035,SENS-6458,irradiance,2024-12-09T09:18:36,462.344458,W/m2,929.49,51.55,23.21,0.201,49.028,615.159,344.354,491.995,276.630,94.42,0.7733,-26.07,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001518,PLT-0055,INV-033,SENS-4443,current,2024-12-09T09:34:25,406.369835,A,624.33,30.67,19.83,0.079,11.722,787.295,105.644,556.362,367.519,94.25,0.8034,33.08,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001519,PLT-0060,INV-012,SENS-6726,tracking_angle,2024-12-09T09:59:20,944.292307,degrees,638.98,45.75,16.97,0.281,19.854,942.022,313.636,577.796,204.814,94.51,0.7937,-8.47,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001520,PLT-0098,INV-007,SENS-4245,voltage,2024-12-09T09:18:49,595.993955,V,880.94,50.52,20.19,0.099,26.773,634.265,163.667,591.911,159.115,94.82,0.8328,36.05,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001521,PLT-0020,INV-024,SENS-8128,current,2024-12-09T09:34:48,129.770425,A,894.97,26.79,17.05,0.205,35.798,912.082,236.423,686.188,242.237,94.96,0.8144,33.79,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001522,PLT-0076,INV-015,SENS-6024,current,2024-12-09T09:19:25,119.509439,A,735.74,52.94,16.67,0.216,28.953,796.772,285.738,624.840,233.716,96.43,0.7911,11.57,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001523,PLT-0082,INV-017,SENS-8174,current,2024-12-09T09:52:00,520.870827,A,641.28,44.54,16.12,0.165,41.470,704.882,246.644,633.949,327.241,96.85,0.7955,2.07,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001524,PLT-0042,INV-028,SENS-3890,irradiance,2024-12-09T09:34:42,25.707982,W/m2,867.23,25.01,27.19,0.396,42.770,864.304,482.329,515.268,273.485,96.68,0.8364,-39.79,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001525,PLT-0054,INV-019,SENS-2274,temperature,2024-12-09T09:03:30,263.541379,C,895.77,39.50,16.38,0.153,19.907,716.030,225.127,498.836,197.875,97.89,0.7534,10.08,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001526,PLT-0065,INV-012,SENS-3398,irradiance,2024-12-09T09:42:35,843.339553,W/m2,774.08,47.06,24.78,0.175,47.543,915.596,200.791,651.095,168.249,97.77,0.8362,20.53,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001527,PLT-0052,INV-050,SENS-8821,temperature,2024-12-09T09:56:55,918.140423,C,799.19,35.82,23.72,0.423,38.091,980.717,453.590,502.047,119.098,94.46,0.8095,7.34,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001528,PLT-0038,INV-008,SENS-5506,current,2024-12-09T09:56:33,208.755350,A,980.15,34.93,20.51,0.102,14.184,917.427,117.089,620.399,189.323,96.91,0.8405,29.73,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001529,PLT-0030,INV-004,SENS-5776,tracking_angle,2024-12-09T09:13:16,290.300529,degrees,676.12,40.83,15.20,0.269,46.220,789.462,358.927,535.421,146.211,95.13,0.8013,19.40,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001530,PLT-0018,INV-028,SENS-1403,current,2024-12-09T09:11:50,524.646000,A,882.01,46.70,27.60,0.184,24.221,845.123,229.337,508.401,337.432,97.95,0.8314,-26.07,BAD,FAULT,2025-12-09T14:25:05
SR-0000001531,PLT-0071,INV-009,SENS-2228,power,2024-12-09T09:54:35,38.028379,MW,936.97,40.39,18.45,0.215,26.577,803.387,282.357,549.469,252.511,96.17,0.7821,-11.40,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001532,PLT-0093,INV-043,SENS-6907,current,2024-12-09T09:45:21,683.445562,A,810.08,41.05,25.00,0.211,9.253,847.996,262.008,538.493,391.524,96.18,0.7544,42.26,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001533,PLT-0090,INV-012,SENS-9158,irradiance,2024-12-09T09:50:30,277.416664,W/m2,968.13,44.82,25.27,0.095,45.616,751.866,132.735,552.337,291.124,95.71,0.8267,28.35,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001534,PLT-0035,INV-006,SENS-2546,tracking_angle,2024-12-09T09:34:19,261.377198,degrees,850.85,53.79,18.63,0.080,33.228,753.053,112.342,598.455,181.916,95.64,0.8064,-34.25,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001535,PLT-0097,INV-049,SENS-2164,tracking_angle,2024-12-09T09:42:15,680.504085,degrees,718.96,36.12,16.78,0.326,12.229,768.370,446.330,486.313,367.004,96.11,0.7565,-10.08,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001536,PLT-0062,INV-036,SENS-6752,tracking_angle,2024-12-09T09:00:09,900.350167,degrees,947.36,38.26,21.66,0.184,44.443,990.084,196.057,535.464,337.487,95.31,0.8396,13.27,BAD,FAULT,2025-12-09T14:25:05
SR-0000001537,PLT-0063,INV-002,SENS-6923,temperature,2024-12-09T09:31:59,377.433841,C,699.99,28.68,18.70,0.125,32.707,945.172,138.946,480.694,379.188,94.71,0.7917,-42.07,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001538,PLT-0019,INV-029,SENS-5803,irradiance,2024-12-09T09:34:27,131.743386,W/m2,715.49,45.90,21.36,0.348,40.059,973.237,375.926,561.769,162.697,97.33,0.8177,-14.47,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001539,PLT-0012,INV-010,SENS-7049,temperature,2024-12-09T09:42:02,971.922092,C,620.88,42.97,21.40,0.348,6.176,849.268,431.732,611.572,201.304,95.70,0.8133,15.18,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001540,PLT-0069,INV-022,SENS-8688,current,2024-12-09T09:22:40,96.946021,A,845.39,26.05,24.51,0.077,47.180,780.825,103.436,687.306,366.705,95.00,0.8201,5.74,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001541,PLT-0030,INV-019,SENS-8232,irradiance,2024-12-09T09:18:09,266.960004,W/m2,688.89,32.54,16.99,0.286,34.892,859.960,350.059,491.289,357.921,94.30,0.7632,-38.22,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001542,PLT-0036,INV-010,SENS-1678,tracking_angle,2024-12-09T09:54:40,681.111601,degrees,616.83,51.22,26.70,0.434,2.433,999.726,457.427,515.788,258.939,94.53,0.7874,-23.54,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001543,PLT-0021,INV-047,SENS-4561,voltage,2024-12-09T09:40:38,96.213611,V,874.01,42.18,16.22,0.197,15.558,602.575,343.905,678.542,365.545,96.73,0.7769,6.06,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001544,PLT-0003,INV-046,SENS-6632,power,2024-12-09T09:29:15,752.769471,MW,812.02,42.85,29.36,0.321,29.595,972.141,347.096,520.275,178.606,97.79,0.8086,29.89,BAD,WARNING,2025-12-09T14:25:05
SR-0000001545,PLT-0087,INV-016,SENS-3262,irradiance,2024-12-09T09:02:08,688.445025,W/m2,963.86,33.79,27.14,0.159,19.126,877.527,190.554,553.142,329.496,96.85,0.8306,-36.37,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001546,PLT-0012,INV-034,SENS-4117,power,2024-12-09T09:00:21,961.243687,MW,780.99,35.90,28.26,0.255,2.216,754.377,355.942,579.390,287.007,97.59,0.8317,41.49,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001547,PLT-0059,INV-046,SENS-9462,tracking_angle,2024-12-09T09:15:05,562.950825,degrees,936.50,36.76,29.52,0.331,33.273,887.656,392.681,606.557,301.198,97.56,0.7539,-0.66,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001548,PLT-0095,INV-008,SENS-8974,power,2024-12-09T09:09:42,333.192797,MW,690.20,28.28,20.99,0.197,31.045,749.670,276.263,520.373,168.306,96.41,0.7883,-27.59,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001549,PLT-0095,INV-013,SENS-7832,temperature,2024-12-09T09:49:57,362.204884,C,853.96,35.47,27.28,0.352,33.844,885.397,419.054,653.681,130.520,97.83,0.7786,-43.07,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001550,PLT-0039,INV-024,SENS-5939,current,2024-12-09T09:10:09,963.347625,A,956.46,37.35,19.30,0.292,5.082,644.493,477.373,613.934,250.628,97.42,0.7664,4.27,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001551,PLT-0069,INV-030,SENS-5907,power,2024-12-09T09:18:50,514.419335,MW,865.63,41.11,22.27,0.281,16.403,819.238,360.486,540.589,380.290,95.84,0.8102,33.97,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001552,PLT-0037,INV-007,SENS-9045,temperature,2024-12-09T09:35:50,945.211465,C,795.32,41.27,19.21,0.179,2.635,731.973,258.051,516.652,285.540,96.43,0.8136,24.37,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001553,PLT-0022,INV-029,SENS-7685,current,2024-12-09T09:47:55,88.527788,A,981.86,26.43,27.66,0.128,32.210,712.662,188.611,673.509,231.389,94.76,0.7637,13.55,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001554,PLT-0030,INV-031,SENS-5151,temperature,2024-12-09T09:06:22,158.614922,C,902.84,28.90,15.85,0.200,2.708,817.554,257.389,490.140,392.665,96.89,0.7736,-43.65,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001555,PLT-0092,INV-046,SENS-9174,temperature,2024-12-09T09:16:50,840.856050,C,793.12,42.81,15.42,0.131,36.310,680.671,203.230,587.903,181.992,94.96,0.7700,-9.18,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001556,PLT-0043,INV-017,SENS-6106,irradiance,2024-12-09T09:00:15,355.651423,W/m2,801.41,31.80,17.80,0.265,34.532,957.354,291.594,561.220,263.842,94.47,0.7929,7.87,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001557,PLT-0080,INV-009,SENS-4270,temperature,2024-12-09T09:53:16,424.983795,C,824.10,41.53,27.94,0.122,47.537,945.786,135.866,680.550,347.361,94.41,0.8195,17.83,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001558,PLT-0099,INV-020,SENS-8664,tracking_angle,2024-12-09T09:12:59,938.296295,degrees,618.49,26.54,22.63,0.118,44.265,737.893,168.869,587.087,187.815,96.02,0.7952,-8.20,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001559,PLT-0076,INV-028,SENS-6956,current,2024-12-09T09:23:00,307.288989,A,908.49,46.27,15.43,0.155,7.574,743.203,219.308,630.595,197.038,96.70,0.8224,35.77,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001560,PLT-0083,INV-049,SENS-9833,current,2024-12-09T09:40:35,442.710053,A,633.45,29.37,24.34,0.247,44.556,679.444,383.091,578.740,275.871,95.56,0.8015,-42.85,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001561,PLT-0013,INV-008,SENS-1927,voltage,2024-12-09T09:51:41,732.786788,V,752.11,44.85,17.97,0.085,19.665,707.545,125.973,536.545,337.178,95.72,0.7649,-35.76,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001562,PLT-0044,INV-005,SENS-8169,irradiance,2024-12-09T09:51:22,632.446305,W/m2,712.36,34.67,17.39,0.213,9.047,761.089,293.943,660.461,130.599,97.02,0.8033,-23.11,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001563,PLT-0076,INV-006,SENS-8473,current,2024-12-09T09:05:05,382.595203,A,734.33,34.39,24.75,0.344,28.516,951.447,380.510,621.920,244.922,97.47,0.8087,-44.86,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001564,PLT-0059,INV-033,SENS-5778,current,2024-12-09T09:30:01,901.345494,A,670.13,47.01,21.03,0.349,13.849,931.905,394.163,596.985,364.678,97.01,0.8348,-30.08,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001565,PLT-0007,INV-040,SENS-5437,tracking_angle,2024-12-09T09:12:34,593.832186,degrees,708.04,49.38,16.56,0.207,36.913,895.515,243.697,568.557,355.447,96.78,0.8453,-23.43,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001566,PLT-0086,INV-039,SENS-1708,tracking_angle,2024-12-09T09:03:22,592.264874,degrees,626.07,35.36,17.11,0.386,25.401,972.351,418.007,509.178,199.566,95.69,0.8419,39.53,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001567,PLT-0084,INV-012,SENS-2043,current,2024-12-09T09:05:16,16.087559,A,990.56,54.85,17.54,0.336,8.313,879.254,402.275,646.208,350.794,96.61,0.7824,3.32,BAD,WARNING,2025-12-09T14:25:05
SR-0000001568,PLT-0003,INV-016,SENS-1664,tracking_angle,2024-12-09T09:59:22,381.218477,degrees,922.21,54.85,25.80,0.377,1.086,994.326,399.394,506.871,333.235,95.29,0.8310,-1.35,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001569,PLT-0018,INV-048,SENS-2492,tracking_angle,2024-12-09T09:52:00,958.063302,degrees,919.41,25.83,19.36,0.338,44.940,757.080,470.426,598.060,287.118,94.76,0.8092,24.72,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001570,PLT-0008,INV-026,SENS-5892,tracking_angle,2024-12-09T09:32:34,590.542468,degrees,909.95,27.48,20.96,0.273,41.586,768.494,373.583,644.271,327.388,97.89,0.7959,4.33,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001571,PLT-0094,INV-035,SENS-8863,current,2024-12-09T09:14:32,983.076067,A,895.96,31.87,20.88,0.344,46.158,878.497,412.203,636.504,189.875,97.51,0.8347,-42.23,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001572,PLT-0053,INV-013,SENS-4133,voltage,2024-12-09T09:10:06,546.160008,V,755.61,39.29,27.65,0.107,6.824,964.649,116.590,543.940,397.965,97.01,0.7540,-43.81,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001573,PLT-0026,INV-032,SENS-6340,voltage,2024-12-09T09:27:41,939.014289,V,636.38,29.43,16.19,0.112,5.979,832.099,141.784,532.272,379.342,95.51,0.7965,38.34,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001574,PLT-0025,INV-041,SENS-4789,voltage,2024-12-09T09:10:43,398.393489,V,970.28,36.42,19.74,0.156,2.963,603.125,272.566,614.219,166.181,97.92,0.8384,23.96,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001575,PLT-0046,INV-003,SENS-2951,temperature,2024-12-09T09:26:23,764.324838,C,862.01,44.97,21.17,0.154,12.717,639.485,252.932,596.295,287.626,94.21,0.7592,-1.81,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001576,PLT-0037,INV-031,SENS-3917,tracking_angle,2024-12-09T09:10:39,764.367254,degrees,752.51,47.24,18.84,0.265,19.836,910.712,305.784,681.972,135.908,97.40,0.7887,24.85,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001577,PLT-0049,INV-017,SENS-5280,tracking_angle,2024-12-09T09:35:12,210.916253,degrees,652.38,30.92,15.82,0.272,49.754,926.065,308.717,582.642,328.492,97.87,0.8157,-37.59,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001578,PLT-0040,INV-047,SENS-6316,power,2024-12-09T09:49:37,600.707716,MW,873.01,51.29,21.17,0.160,44.038,754.657,223.370,506.656,293.274,95.41,0.7851,-27.46,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001579,PLT-0005,INV-013,SENS-5866,voltage,2024-12-09T09:23:07,265.128792,V,709.14,43.31,23.18,0.313,21.425,701.707,469.974,630.050,324.289,95.90,0.7952,15.58,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001580,PLT-0083,INV-023,SENS-9722,irradiance,2024-12-09T09:20:57,196.803915,W/m2,979.38,37.23,28.54,0.375,38.113,867.865,455.359,680.960,305.761,96.89,0.8048,-19.37,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001581,PLT-0057,INV-040,SENS-5742,voltage,2024-12-09T09:07:51,198.236619,V,922.21,44.34,15.44,0.194,30.229,860.384,236.906,568.197,206.815,95.25,0.8111,-38.55,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001582,PLT-0029,INV-050,SENS-3140,power,2024-12-09T09:18:42,319.478772,MW,833.18,50.96,18.55,0.143,32.879,951.560,158.648,667.482,207.542,97.48,0.8472,-25.03,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001583,PLT-0093,INV-031,SENS-3825,current,2024-12-09T09:57:39,882.351167,A,809.34,32.67,27.19,0.096,5.023,679.423,148.834,545.505,227.618,95.74,0.7858,-19.43,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001584,PLT-0045,INV-034,SENS-2633,tracking_angle,2024-12-09T09:21:21,538.590884,degrees,945.92,40.94,22.52,0.197,49.903,812.585,255.232,490.568,297.243,94.76,0.7988,-2.89,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001585,PLT-0066,INV-050,SENS-7852,temperature,2024-12-09T09:21:07,794.200998,C,607.53,30.36,21.66,0.423,33.033,905.930,491.666,539.638,149.196,94.46,0.8448,21.73,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001586,PLT-0046,INV-025,SENS-7903,voltage,2024-12-09T09:30:53,722.005426,V,702.43,40.01,26.86,0.271,27.479,604.172,471.916,546.393,397.461,94.85,0.8199,37.46,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001587,PLT-0085,INV-009,SENS-7819,irradiance,2024-12-09T09:55:00,572.024874,W/m2,919.64,50.03,15.90,0.094,42.230,735.190,134.785,677.729,319.954,96.50,0.7502,17.94,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001588,PLT-0007,INV-021,SENS-8696,current,2024-12-09T09:42:07,531.592218,A,748.18,30.86,29.05,0.296,12.967,634.288,490.560,482.500,196.326,97.75,0.8386,-27.12,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001589,PLT-0016,INV-031,SENS-5048,irradiance,2024-12-09T09:41:53,162.767287,W/m2,694.84,40.64,17.94,0.239,46.624,657.013,382.683,514.441,296.433,96.91,0.7560,12.31,BAD,WARNING,2025-12-09T14:25:05
SR-0000001590,PLT-0013,INV-012,SENS-4012,voltage,2024-12-09T09:51:20,62.072719,V,939.95,53.31,17.05,0.207,46.226,673.185,323.078,684.774,177.158,97.45,0.7713,5.92,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001591,PLT-0011,INV-043,SENS-4707,current,2024-12-09T09:08:51,32.074013,A,650.98,41.75,15.34,0.293,26.680,817.926,377.350,669.029,398.040,95.57,0.8395,30.24,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001592,PLT-0019,INV-023,SENS-2531,current,2024-12-09T09:04:28,986.442215,A,902.84,51.03,15.09,0.249,48.681,904.807,289.899,639.485,378.416,96.63,0.8140,-8.45,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001593,PLT-0071,INV-003,SENS-7780,current,2024-12-09T09:42:59,54.832497,A,953.25,42.36,28.55,0.228,8.931,904.522,264.807,522.540,388.102,97.42,0.7840,-43.16,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001594,PLT-0050,INV-034,SENS-9371,voltage,2024-12-09T09:25:47,463.209213,V,618.31,28.29,19.49,0.217,16.126,646.950,353.153,610.819,196.334,95.78,0.8068,2.52,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001595,PLT-0041,INV-008,SENS-6375,irradiance,2024-12-09T09:12:36,577.391872,W/m2,797.88,39.89,16.98,0.109,12.283,784.425,146.816,551.717,134.762,95.34,0.8331,-28.24,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001596,PLT-0072,INV-046,SENS-9644,tracking_angle,2024-12-09T09:06:01,847.725674,degrees,966.69,39.99,27.26,0.068,15.614,699.603,102.104,682.501,346.577,96.89,0.8153,-13.13,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001597,PLT-0085,INV-003,SENS-7188,current,2024-12-09T09:04:12,41.505426,A,952.30,47.49,20.66,0.213,36.001,692.591,323.137,498.432,102.541,96.06,0.7697,-4.14,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001598,PLT-0047,INV-047,SENS-1945,tracking_angle,2024-12-09T09:56:54,686.446115,degrees,729.87,46.69,28.62,0.257,11.492,954.345,283.453,627.817,255.665,95.63,0.7555,-1.50,BAD,FAULT,2025-12-09T14:25:05
SR-0000001599,PLT-0099,INV-046,SENS-7296,power,2024-12-09T09:41:26,916.385463,MW,813.95,48.77,28.87,0.347,38.601,978.928,373.484,509.778,371.493,96.57,0.7757,-0.30,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001600,PLT-0053,INV-035,SENS-7337,tracking_angle,2024-12-09T09:57:45,185.256101,degrees,721.35,43.87,22.23,0.262,27.441,719.663,382.993,539.461,213.359,96.56,0.7947,-41.40,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001601,PLT-0073,INV-045,SENS-1256,irradiance,2024-12-09T09:15:12,951.389343,W/m2,893.94,51.86,15.75,0.121,25.382,819.403,155.679,580.784,374.963,96.95,0.7915,6.86,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001602,PLT-0016,INV-043,SENS-2637,current,2024-12-09T09:09:12,167.300614,A,725.24,44.28,23.76,0.116,48.741,646.829,189.094,541.274,236.812,97.62,0.8323,-24.91,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001603,PLT-0086,INV-022,SENS-7545,power,2024-12-09T09:51:00,153.481106,MW,901.84,41.41,17.84,0.144,16.293,707.560,213.690,623.255,383.047,95.12,0.8065,-35.86,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001604,PLT-0069,INV-046,SENS-5949,temperature,2024-12-09T09:30:53,607.068114,C,833.11,37.95,25.92,0.337,39.709,842.518,421.145,487.561,176.881,97.65,0.7654,18.94,BAD,WARNING,2025-12-09T14:25:05
SR-0000001605,PLT-0085,INV-020,SENS-4025,voltage,2024-12-09T09:38:41,192.110723,V,803.05,36.34,28.88,0.387,43.234,960.802,424.475,604.494,374.272,95.43,0.8328,27.87,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001606,PLT-0003,INV-004,SENS-6096,power,2024-12-09T09:12:57,107.647945,MW,663.26,39.62,21.55,0.208,42.864,907.111,241.687,639.676,210.015,97.62,0.7785,33.44,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001607,PLT-0030,INV-004,SENS-7220,temperature,2024-12-09T09:03:52,308.559621,C,790.75,37.65,23.45,0.108,10.694,647.730,175.499,599.969,128.918,95.38,0.7714,24.19,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001608,PLT-0046,INV-029,SENS-3678,voltage,2024-12-09T09:40:31,202.042068,V,712.61,45.03,24.06,0.206,26.026,650.416,333.696,528.297,223.186,97.89,0.8474,20.71,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001609,PLT-0092,INV-040,SENS-2132,power,2024-12-09T09:23:09,66.734990,MW,931.59,41.44,21.35,0.303,15.346,962.389,331.340,480.872,122.537,97.74,0.8352,37.79,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001610,PLT-0031,INV-042,SENS-1293,temperature,2024-12-09T09:10:01,257.163729,C,671.27,46.78,24.09,0.145,35.431,756.793,201.703,673.345,110.951,94.21,0.8074,35.77,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001611,PLT-0042,INV-015,SENS-7158,irradiance,2024-12-09T09:18:19,454.569928,W/m2,990.45,30.64,19.54,0.434,34.188,937.340,487.770,630.783,194.316,94.38,0.7592,26.49,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001612,PLT-0050,INV-020,SENS-1946,temperature,2024-12-09T09:38:09,193.333441,C,747.37,52.48,18.42,0.251,12.319,658.932,401.469,612.205,323.780,96.73,0.7571,12.16,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001613,PLT-0004,INV-019,SENS-5073,current,2024-12-09T09:16:14,578.417087,A,662.49,27.03,15.95,0.129,1.895,879.969,154.745,624.144,130.420,95.54,0.7710,11.30,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001614,PLT-0072,INV-035,SENS-1963,tracking_angle,2024-12-09T09:31:54,65.830515,degrees,668.83,44.62,18.61,0.121,35.137,691.144,183.568,509.675,203.158,96.39,0.8256,29.82,SUSPECT,NORMAL,2025-12-09T14:25:05
